strike,lastPrice,impliedVolatility,openInterest,volume,time_to_maturity,option_type,yfinance.Ticker object <AAPL>,historical_volatility,yfinance.Ticker object <MSFT>,yfinance.Ticker object <GOOG>,yfinance.Ticker object <AMZN>,yfinance.Ticker object <TSLA>,yfinance.Ticker object <NVDA>,yfinance.Ticker object <META>,yfinance.Ticker object <PEP>,yfinance.Ticker object <NFLX>,yfinance.Ticker object <ADBE>,yfinance.Ticker object <AVGO>,yfinance.Ticker object <INTC>,yfinance.Ticker object <CMCSA>,yfinance.Ticker object <CSCO>,yfinance.Ticker object <COST>,yfinance.Ticker object <TMUS>,yfinance.Ticker object <TXN>,yfinance.Ticker object <QCOM>,yfinance.Ticker object <AMGN>,yfinance.Ticker object <HON>,yfinance.Ticker object <AMD>,yfinance.Ticker object <INTU>,yfinance.Ticker object <SBUX>,yfinance.Ticker object <AMAT>,yfinance.Ticker object <GILD>,yfinance.Ticker object <BKNG>,yfinance.Ticker object <ADP>,yfinance.Ticker object <MDLZ>,yfinance.Ticker object <ISRG>,yfinance.Ticker object <REGN>,yfinance.Ticker object <PDD>,yfinance.Ticker object <PYPL>,yfinance.Ticker object <MU>,yfinance.Ticker object <MRNA>,yfinance.Ticker object <FISV>,yfinance.Ticker object <KLAC>,yfinance.Ticker object <MAR>,yfinance.Ticker object <VRTX>,yfinance.Ticker object <LRCX>,yfinance.Ticker object <CTSH>,yfinance.Ticker object <CSX>,yfinance.Ticker object <ADI>,yfinance.Ticker object <SNPS>,yfinance.Ticker object <NXPI>,yfinance.Ticker object <ORLY>,yfinance.Ticker object <EA>,yfinance.Ticker object <IDXX>,yfinance.Ticker object <PANW>,yfinance.Ticker object <MNST>,yfinance.Ticker object <KDP>,yfinance.Ticker object <FTNT>,yfinance.Ticker object <AZN>,yfinance.Ticker object <ROST>,yfinance.Ticker object <CHTR>,yfinance.Ticker object <TEAM>,yfinance.Ticker object <CDNS>,yfinance.Ticker object <EXC>,yfinance.Ticker object <AEP>,yfinance.Ticker object <WDAY>,yfinance.Ticker object <MELI>,yfinance.Ticker object <DXCM>,yfinance.Ticker object <XEL>,yfinance.Ticker object <CRWD>,yfinance.Ticker object <PCAR>,yfinance.Ticker object <LCID>,yfinance.Ticker object <ALGN>,yfinance.Ticker object <ENPH>,yfinance.Ticker object <VRSK>,yfinance.Ticker object <ZS>,yfinance.Ticker object <DDOG>,yfinance.Ticker object <OKTA>,yfinance.Ticker object <BIDU>,yfinance.Ticker object <DOCU>,yfinance.Ticker object <BIIB>,yfinance.Ticker object <ANSS>,yfinance.Ticker object <MRVL>,yfinance.Ticker object <PAYC>,yfinance.Ticker object <ZS>,yfinance.Ticker object <JD>,yfinance.Ticker object <CTAS>,yfinance.Ticker object <PINS>,yfinance.Ticker object <EBAY>,yfinance.Ticker object <TTWO>,yfinance.Ticker object <CPRT>,yfinance.Ticker object <ODFL>,yfinance.Ticker object <BKR>,yfinance.Ticker object <NTES>,yfinance.Ticker object <CEG>,yfinance.Ticker object <FAST>,yfinance.Ticker object <MTCH>
55.0,198.7,1.0000000000000003e-05,0.0,5.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,197.67,1.0000000000000003e-05,0.0,60.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,176.5,1.0000000000000003e-05,0.0,2.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,183.4,1.0000000000000003e-05,0.0,2.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,179.34,1.0000000000000003e-05,0.0,3.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,174.15,1.0000000000000003e-05,0.0,7.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,169.7,1.0000000000000003e-05,0.0,1.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,164.89,1.0000000000000003e-05,0.0,2.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,158.6,1.0000000000000003e-05,0.0,21.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,153.79,1.0000000000000003e-05,0.0,67.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,148.7,1.0000000000000003e-05,0.0,3.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,144.0,1.0000000000000003e-05,0.0,2.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,139.99,1.0000000000000003e-05,0.0,5.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,135.75,1.0000000000000003e-05,0.0,77.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,129.5,1.0000000000000003e-05,0.0,1.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,124.8,1.0000000000000003e-05,0.0,2.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.0,119.1,1.0000000000000003e-05,0.0,3.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.0,115.4,1.0000000000000003e-05,0.0,4.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.0,111.05,1.0000000000000003e-05,0.0,8.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0,105.45,1.0000000000000003e-05,0.0,77.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0,100.55,1.0000000000000003e-05,0.0,33.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.0,95.73,1.0000000000000003e-05,0.0,56.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0,90.39,1.0000000000000003e-05,0.0,11.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.0,85.55,1.0000000000000003e-05,0.0,39.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0,80.62,1.0000000000000003e-05,0.0,24.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.0,75.95,1.0000000000000003e-05,0.0,41.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.0,70.7,1.0000000000000003e-05,0.0,34.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190.0,66.3,1.0000000000000003e-05,0.0,61.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195.0,60.91,1.0000000000000003e-05,0.0,455.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,56.1,1.0000000000000003e-05,0.0,267.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0,51.4,1.0000000000000003e-05,0.0,121.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210.0,45.8,1.0000000000000003e-05,0.0,135.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.0,41.16,1.0000000000000003e-05,0.0,54.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220.0,36.0,1.0000000000000003e-05,0.0,197.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225.0,31.05,1.0000000000000003e-05,0.0,594.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227.5,28.35,1.0000000000000003e-05,0.0,2.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230.0,26.8,1.0000000000000003e-05,0.0,261.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.5,22.15,1.0000000000000003e-05,0.0,4.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.0,21.32,1.0000000000000003e-05,0.0,1008.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.5,19.07,1.0000000000000003e-05,0.0,4.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.0,17.18,1.0000000000000003e-05,0.0,1261.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242.5,14.05,1.0000000000000003e-05,0.0,33.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245.0,12.53,1.0000000000000003e-05,0.0,769.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247.5,10.43,1.0000000000000003e-05,0.0,179.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250.0,8.5,1.0000000000000003e-05,0.0,6045.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252.5,6.65,1.0000000000000003e-05,0.0,572.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255.0,5.15,1.0000000000000003e-05,0.0,23482.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.5,3.77,0.007822421875,0.0,2157.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.0,2.6,0.015634843750000002,0.0,9441.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.5,1.79,0.0312596875,0.0,2144.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265.0,1.19,0.0312596875,0.0,5538.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267.5,0.77,0.062509375,0.0,3304.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.0,0.5,0.062509375,0.0,11132.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272.5,0.32,0.062509375,0.0,525.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275.0,0.22,0.062509375,0.0,1575.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277.5,0.16,0.062509375,0.0,112.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280.0,0.11,0.062509375,0.0,485.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282.5,0.08,0.12500875,0.0,53.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285.0,0.07,0.12500875,0.0,63.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290.0,0.04,0.12500875,0.0,22.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295.0,0.03,0.12500875,0.0,129.0,0.049315068493150684,1,yfinance.Ticker object <AAPL>,0.14589307752359867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
